17
880 806
157 52 714
637 684 229
93 767 794
707 550 437
489 434 -806
657 230 717
64 401 -306
242 194 -682
167 173 -981
26 103 -421
38 444 396
159 216 -212
78 855 913
498 582 -469
96 14 -943
850 756 -920
735 877 -369
543 801 -676
748 676 977
742 146 -839
393 603 -341
36 230 235
446 214 -547
508 850 -981
97 719 -210
153 116 511
363 23 -506
61 399 -38
847 37 300
751 812 853
530 540 -139
167 472 943
198 753 450
692 221 -397
85 683 -771
246 192 100
766 10 -644
68 772 -627
161 838 -645
712 138 -548
751 241 658
195 292 320
271 24 -329
748 792 676
691 304 -780
722 197 704
428 22 161
160 675 -395
331 450 -180
73 342 713
54 251 -364
589 539 -822
320 195 421
245 211 -849
466 377 -418
789 137 80
492 104 -121
37 2 -321
561 793 643
271 292 153
143 652 -97
864 606 -316
461 646 80
42 631 639
438 28 -643
169 473 491
114 96 490
156 460 464
244 501 -266
714 419 -385
642 145 -68
780 376 -419
803 543 -328
30 763 -572
275 613 -341
613 540 -114
220 876 164
850 884
14 203 538
678 197 -165
203 542 501
185 129 487
542 44 868
362 211 820
555 735 -133
380 323 -606
22 27 394
410 296 -452
734 66 519
607 424 561
673 826 340
21 279 938
200 388 -710
520 782 644
137 791 -855
303 400 -596
397 723 424
838 134 427
103 344 -686
261 27 6
451 705 218
754 64 975
191 752 -85
252 155 83
64 316 911
602 703 -334
496 583 518
427 709 731
605 830 -489
626 605 118
310 610 11
707 338 93
353 291 -527
183 16 18
48 56 894
556 178 213
388 628 271
333 21 -220
461 537 476
319 236 968
123 240 607
770 739 -878
14 567 23
135 653 -706
711 746 -642
593 407 -954
715 477 -552
590 430 -830
811 48 360
307 420 -758
519 712 881
774 278 -534
807 512 -380
819 615 -93
85 685 596
783 514 -104
145 770 -179
549 550 -685
831 660 346
180 337 954
763 591 126
314 222 -667
267 768 -550
15 483 869
35 210 -971
781 215 905
167 73 790
444 368 -239
712 376 -52
758 359 590
808 458 -471
399 376 -965
17 267 -687
57 487 -768
379 314 -248
440 572 320
85 552 -394
302 844 174
626 18 933
226 39 724
689 120 -47
772 325 26
38 440 416
345 464 -406
122 88 -590
666 351 -834
623 273 24
646 529 200
388 210 924
121 443 71
364 199 -643
824 42 -488
621 387 -749
687 566 602
533 599 -461
727 678 -800
470 345 -127
124 379 448
494 797 -949
153 116 -345
579 805 667
276 460 419
711 392 911
767 604 -262
344 712 55
247 151 -411
408 440 -419
622 256 -491
795 477 -758
30 502 -333
828 27 833
212 222 -441
626 283 -921
814 587 -366
183 237 -809
3 374 249
289 742 -258
546 716 335
427 193 -526
706 735 -974
573 635 -363
376 278 545
306 848 -154
17 511 -835
122 788 125
610 128 878
849 146 -879
417 38 -397
683 842 228
455 52 5
184 664 844
635 155 -445
48 72 96
159 137 890
400 168 102
302 71 -629
533 259 -98
307 606 -565
112 592 -892
775 91 -801
402 255 -296
673 187 788
707 287 964
595 99 -447
148 328 348
264 191 640
15 486 -866
278 793 -63
270 484 228
825 496 550
515 24 -214
441 10 -465
387 604 288
260 827 -947
44 256 -691
506 357 663
599 725 -59
766 711 -637
515 202 -304
195 214 297
111 118 902
115 323 344
117 847 215
249 151 116
504 164 765
818 743 -243
734 706 44
27 353 957
663 139 180
560 591 926
587 106 269
10 609 362
473 395 340
121 597 52
361 595 7
407 87 -225
547 63 701
564 205 -733
511 432 -818
230 295 27
601 494 -829
20 848 -596
370 180 -444
463 343 -918
608 439 364
489 309 -597
92 48 -578
224 849 -28
585 292 69
571 615 -89
389 100 -461
465 218 32
400 681 -5
818 108 -333
117 803 -710
65 81 757
80 3 -245
320 310 181
633 161 -980
706 493 294
847 510 -557
282 134 145
636 124 -982
783 59 55
797 359 848
340 17 -143
720 587 523
244 321 387
525 247 774
392 781 813
587 45 325
573 813 481
778 238 -238
561 155 822
637 339 776
258 722 573
25 40 852
52 463 663
680 498 -299
502 456 -861
93 621 -968
539 797 -167
747 423 -687
840 181 -971
535 735 299
470 97 -734
767 694 681
829 572 964
715 149 -286
805 193 34
693 202 -272
28 807 -423
739 672 698
815 658 -402
351 651 214
454 405 -98
716 606 -65
313 607 -850
39 623 880
828 814 496
276 397 -763
785 179 291
417 451 -971
510 790 -83
431 274 -347
347 422 -476
592 415 -87
208 651 80
84 447 -406
364 410 514
270 839 -496
54 707 -53
34 264 -166
341 717 946
287 366 749
361 696 -796
512 531 -417
698 241 997
100 254 175
455 313 307
735 496 207
491 322 -120
220 274 556
785 90 -513
635 744 -293
193 375 -631
331 531 -805
104 844 123
85 414 -12
450 649 -870
44 52 -556
790 351 178
699 170 -262
747 136 246
141 804 -434
376 179 80
455 77 150
306 124 -880
278 523 419
142 213 935
191 655 -271
834 498 77
58 264 488
288 310 655
22 44 652
585 654 299
85 612 -185
335 120 960
699 571 -677
637 586 508
251 511 997
412 2 -608
687 446 400
100 460 838
168 12 -170
289 747 237
363 273 328
208 58 559
107 549 -93
515 634 709
411 621 -539
228 427 493
429 246 933
463 44 -406
769 83 864
589 291 618
437 24 -604
20 487 652
810 617 -715
828 274 203
750 6 -245
613 575 860
674 364 -952
345 349 -995
676 769 -207
839 449 384
496 664 -510
707 236 -546
816 516 649
216 624 968
832 532 -906
60 519 457
399 227 897
143 419 -482
383 198 644
541 610 -383
507 516 -9
592 503 302
83 22 -191
756 373 -162
524 21 397
588 541 737
795 92 -773
176 331 -386
691 314 485
822 311 -172
338 290 -417
541 202 -479
702 23 -810
146 803 -811
257 324 25
780 565 -40
632 650 -779
32 492 520
230 170 -59
572 96 -491
163 807 855
189 433 589
298 847 -369
346 94 -970
25 536 -256
74 440 -283
405 43 -492
613 193 -328
741 183 260
654 256 342
638 743 -902
737 98 -914
539 290 402
571 105 -784
506 556 271
152 841 1000
163 164 -640
616 767 -84
750 811 850
637 815 184
167 573 -498
396 810 -433
152 80 -927
77 289 -862
148 375 474
807 820 -628
400 524 584
759 5 85
364 480 178
631 271 30
295 454 -186
791 28 -472
118 770 936
800 819 668
558 424 -119
127 47 -997
241 111 845
671 473 -376
491 319 991
453 313 69
145 491 399
71 834 -41
778 314 -467
485 54 952
13 411 -731
717 429 677
261 299 471
505 188 -17
20 710 -791
604 701 38
116 22 -680
404 743 -939
691 563 596
14 446 999
759 272 175
649 568 -469
513 308 440
583 182 -297
733 562 379
82 340 -328
292 456 -557
240 473 781
193 801 987
351 33 100
528 409 425
113 463 921
45 794 -604
290 831 630
373 391 210
377 614 -359
795 693 -52
297 664 543
721 116 -414
730 806 -850
405 225 -545
726 174 -147
712 122 -257
787 798 -464
189 692 -737
734 829 93
243 356 107
398 47 -150
480 117 296
200 619 497
289 522 304
457 500 -781
495 469 -148
99 712 241
550 593 123
144 111 -169
799 397 -584
564 307 -232
837 827 -552
342 701 -228
632 140 356
241 200 -940
225 403 -361
441 161 373
782 374 -854
223 304 -492
667 196 -85
667 766 1000
622 590 926
400 758 705
359 338 479
555 815 764
807 633 -68
616 694 -330
133 179 667
182 785 853
365 830 678
654 452 -50
165 382 856
749 562 939
296 303 -430
69 67 -462
267 563 115
710 280 -417
131 134 222
66 793 -864
652 457 367
69 165 -477
832 485 -20
73 441 862
215 677 -183
765 511 435
416 350 -710
637 347 -139
609 89 524
278 244 886
301 201 -521
812 409 832
292 278 -730
6 109 -669
722 542 -402
251 564 963
443 28 140
633 272 127
498 812 -715
263 439 635
78 734 -37
695 742 -618
338 322 -126
480 474 827
38 704 479
171 404 -466
788 710 593
150 833 749
317 604 721
419 438 663
27 4 -508
811 730 765
762 802 -178
371 608 -785
384 415 -934
815 77 -293
211 243 624
550 556 973
683 651 926
600 237 -822
322 325 -511
98 592 993
603 385 541
162 618 -493
579 596 -605
307 564 76
302 317 989
803 376 166
382 375 -147
446 453 929
664 368 -1
61 757 731
602 119 461
402 650 199
70 242 589
717 136 584
836 820 379
93 11 825
239 229 -223
495 581 786
842 306 711
536 361 -77
206 659 -718
499 174 302
792 772 -570
656 566 -47
770 449 -444
429 497 -395
539 692 951
325 258 -626
50 110 -185
717 768 -31
572 797 -538
818 787 -359
721 50 915
2 241 215
429 126 863
289 471 -418
187 239 -252
322 125 -86
117 406 -284
523 362 761
61 516 -512
633 630 490
697 279 -346
224 335 661
357 632 246
657 450 -210
21 142 -251
741 377 886
659 13 -103
848 774 97
514 306 -568
679 111 -272
137 444 -251
610 753 396
538 241 -47
709 805 900
137 60 387
128 510 -786
415 201 274
776 36 -156
230 627 -716
837 772 -159
627 755 560
741 382 -65
410 358 601
147 303 710
297 124 119
185 248 -310
611 416 -155
480 689 -965
145 788 -748
466 828 703
509 99 -221
729 95 141
248 256 583
825 454 -961
67 71 949
810 537 -650
833 130 231
457 41 -718
197 299 537
338 82 -308
438 187 458
80 495 213
408 247 105
516 649 380
595 538 -652
749 609 978
250 563 -919
525 290 -600
208 326 420
266 638 -416
601 850 655
496 223 -187
600 695 702
407 787 -862
423 124 731
91 375 398
674 28 -741
422 754 300
91 412 -746
187 58 -917
192 615 -439
528 661 921
727 343 -875
56 333 239
426 259 293
735 726 -35
424 451 452
250 559 -646
816 234 657
127 776 -797
678 809 412
188 821 697
629 685 -112
140 210 -355
739 801 40
559 215 484
489 833 947
609 745 -272
431 178 96
96 351 -997
838 529 -722
421 652 -305
273 115 332
209 805 -703
20 514 342
435 87 538
807 38 -900
635 613 822
326 398 743
296 458 -910
396 186 231
16 275 -211
361 298 -659
583 827 -236
33 483 440
286 665 -356
726 348 337
232 606 -344
351 730 743
525 483 -651
630 30 783
506 600 -293
384 79 -581
29 403 975
593 307 748
716 209 587
507 402 985
477 622 318
612 115 -882
284 9 -289
140 660 -527
125 850 -4
365 182 -755
729 577 -3
686 15 -897
654 721 -142
210 5 270
305 45 -696
176 784 836
163 190 -204
221 168 -498
491 75 -324
643 320 -940
24 390 -105
432 519 944
77 747 -74
407 362 871
169 394 779
439 56 128
541 599 -190
407 700 657
67 540 982
564 554 -763
425 653 665
814 821 973
702 519 849
316 197 897
781 646 882
38 565 54
835 467 78
625 144 268
78 477 -676
89 184 733
597 703 745
359 638 910
624 471 -236
529 284 -457
661 314 131
659 492 196
844 817 329
694 598 265
512 419 3
685 22 351
5 23 -367
494 178 -446
494 303 107
831 609 -418
97 75 83
561 395 -175
757 797 -428
292 470 805
232 301 473
112 650 -755
318 499 275
87 481 -543
835 754 -25
352 17 965
40 483 450
166 801 516
420 385 517
708 630 681
454 633 -247
8 798 -74
562 524 952
497 116 640
329 579 -388
509 297 163
824 760 195
77 197 -837
684 76 -603
841 205 424
490 545 -43
56 553 -615
765 429 -754
643 609 -396
205 137 -72
371 372 111
804 586 989
59 141 -768
787 527 -57
89 317 443
632 88 -264
156 642 953
686 770 445
521 311 147
746 729 -231
130 263 28
376 300 -217
84 116 940
397 612 -928
565 500 410
145 400 -968
772 104 -581
402 63 238
800 562 -763
651 534 413
176 131 -624
210 803 -284
209 706 200
648 271 128
175 834 787
83 406 -486
125 499 -1000
773 181 848
779 709 275
683 610 901
584 297 81
465 643 36
462 396 -916
179 460 116
591 174 -533
422 404 784
723 509 -465
712 119 589
448 519 564
609 601 481
95 336 209
172 495 -514
264 292 731
3 131 -594
108 402 -96
211 617 -882
566 49 52
475 152 -29
497 496 -416
88 208 590
444 318 282
288 31 -721
113 491 -294
81 711 515
473 844 -876
723 62 800
227 485 -5
58 190 463
455 82 682
776 564 376
783 740 553
758 439 -944
176 421 576
448 120 -631
131 833 443
447 699 742
323 814 647
39 752 -165
465 315 -635
794 15 141
528 446 90
39 472 288
462 839 -467
228 215 -126
439 336 -29
109 516 -108
506 516 -908
18 652 391
76 783 -534
381 446 351
24 848 322
782 826 -395
362 541 659
467 399 669
662 163 -899
222 501 458
528 792 -927
392 515 361
704 342 139
409 164 523
238 21 -339
697 444 23
130 721 -47
328 367 -400
232 744 -956
471 757 -469
10 209 670
167 412 975
1 556 128
153 510 1000
708 151 -843
776 418 495
347 773 871
331 409 -178
68 772 -784
690 122 651
715 7 -264
258 397 112
321 359 796
406 192 -308
116 329 486
782 355 -776
621 285 -601
35 672 -19
597 552 492
608 519 -702
87 219 750
639 395 997
312 335 586
57 339 84
397 457 668
779 823 578
606 242 -103
96 229 88
488 312 780
515 562 402
679 484 -385
609 715 801
547 542 -723
206 413 -220
635 772 488
493 598 97
34 377 -737
56 579 373
325 62 109
552 421 -377
781 258 790
732 156 480
782 472 -577
84 608 -297
724 217 300
831 833 -68
837 342 437
120 71 965
137 345 -959
354 350 738
865 876
610 604 -573
3 132 733
810 634 -885
64 330 -899
440 615 -261
326 263 -482
265 746 -88
645 815 -285
149 279 -58
742 690 312
596 52 -798
827 755 843
529 15 356
155 700 -262
265 534 216
502 742 312
604 83 -888
717 422 535
601 625 -795
549 473 47
69 574 -53
771 481 926
708 25 772
487 699 286
391 319 -401
579 489 114
588 363 -839
468 46 -753
400 187 -833
672 751 -430
569 856 679
711 157 669
195 169 -409
1 653 642
10 853 -9
551 339 850
384 220 741
537 559 527
283 9 -230
771 803 -200
519 563 749
386 664 -183
451 781 -505
848 329 890
643 753 670
576 448 -998
638 521 337
399 284 577
47 59 762
398 830 641
84 152 630
798 525 762
749 719 -488
12 195 959
209 164 700
370 88 60
517 752 -584
479 286 991
625 599 360
306 509 -257
287 588 -753
592 692 343
21 216 962
761 157 878
487 506 103
851 172 -993
11 73 -837
386 163 -564
371 46 524
592 12 -477
832 256 -359
10 497 -973
696 15 909
550 173 460
564 553 36
829 380 758
834 19 -64
514 396 829
416 376 60
255 707 -589
327 629 -230
429 483 336
8 93 175
768 67 -222
393 529 74
773 41 -245
707 210 -374
25 105 460
576 113 -431
799 31 -130
564 230 591
396 329 49
61 147 -537
320 715 163
161 374 68
8 425 -41
42 581 20
547 365 80
622 610 -998
114 13 469
109 306 321
5 625 -72
481 391 464
421 554 -548
844 240 932
625 359 -555
289 541 329
385 833 303
196 733 -272
843 4 127
460 399 306
104 568 659
223 712 993
71 200 996
170 517 716
185 775 626
597 387 -34
435 635 797
281 76 885
409 267 -619
153 252 550
204 318 228
175 355 -39
430 696 920
653 564 -814
563 503 573
435 218 -873
286 489 -29
505 82 334
534 25 -586
135 660 164
642 681 252
153 603 486
2 412 -636
73 634 748
659 520 -211
416 657 -655
793 60 -524
793 126 -301
211 158 163
341 339 -406
865 683 497
671 734 763
417 26 -922
667 49 -934
214 52 20
60 126 -559
11 788 -325
722 541 839
159 685 939
774 110 -480
632 310 -504
577 582 -299
842 679 471
510 688 -574
116 861 -122
101 765 59
577 6 -948
739 335 243
576 26 -556
90 751 308
427 72 794
155 806 879
779 297 905
574 837 747
367 92 115
827 483 -85
627 853 10
439 765 360
402 706 549
321 380 -313
237 453 -317
182 240 -472
105 857 -879
110 5 775
116 338 -83
254 251 -633
663 467 -608
88 650 514
384 201 -432
96 353 -878
619 767 205
169 16 -515
758 746 274
721 174 253
51 542 261
462 748 749
493 730 921
590 65 -832
223 814 -189
611 46 -914
837 391 -760
578 553 -782
410 506 -744
535 234 311
554 621 -686
333 451 -672
798 41 211
465 543 860
734 350 37
367 627 -52
39 788 497
522 574 82
426 614 940
537 345 -79
428 287 -972
764 769 -767
20 156 697
298 716 -347
659 642 -847
83 855 543
539 116 -828
597 321 792
161 842 -396
778 676 12
851 559 727
744 829 284
56 828 -52
430 13 880
778 130 -442
15 491 -704
106 490 -672
337 328 827
850 316 353
740 129 -861
283 121 -319
749 28 -322
667 787 -138
259 606 520
609 731 -197
321 762 -878
156 662 510
496 719 72
68 804 -736
838 747 426
552 26 673
816 604 -907
709 748 -418
709 585 -538
727 297 49
431 644 -800
672 611 804
686 395 884
255 115 652
600 97 362
418 831 488
359 53 -504
103 133 369
511 570 -365
20 736 -905
727 104 911
716 312 97
605 108 411
488 377 -842
713 765 481
308 694 -225
764 555 686
554 297 865
753 575 422
844 714 892
720 725 51
618 25 -629
631 672 80
791 810 -641
247 666 55
782 309 -223
490 219 -264
306 711 -237
819 824 -750
107 38 -732
445 502 6
106 827 -519
762 158 -635
412 523 454
810 794 988
266 394 -715
156 721 16
839 240 816
752 140 345
589 773 24
527 651 -145
216 90 320
768 748 243
32 721 -922
322 22 -990
711 811 -295
771 374 357
435 679 -716
667 817 520
600 95 -493
160 239 756
350 526 -1
588 361 744
247 622 -844
793 263 -980
281 782 -427
52 442 -408
116 82 -231
566 550 580
479 41 -54
847 768 607
279 838 -726
762 299 -606
407 310 -269
274 511 -652
763 845 -504
778 548 -781
104 522 771
74 693 426
827 764 985
320 504 267
373 376 -809
820 188 -82
787 453 -471
776 107 -555
396 857 802
593 539 -209
282 431 133
10 824 -268
217 615 -429
407 157 44
230 679 -889
355 228 -327
710 685 -157
101 571 612
393 749 572
456 819 -924
221 12 -298
225 651 962
51 592 594
482 645 339
272 504 664
687 240 257
63 251 -799
170 773 675
418 824 4
557 108 484
554 466 -914
49 391 -352
505 520 707
687 716 127
550 783 -930
827 152 831
581 565 828
211 493 -384
740 476 -681
301 341 -310
861 365 -816
704 317 252
355 375 -998
367 434 -733
385 249 707
307 463 -737
7 106 695
316 625 -21
857 660 563
696 334 -482
553 843 -842
607 103 -151
262 185 -892
484 579 427
676 582 -571
545 430 -49
768 119 455
15 706 -586
35 764 -805
25 111 -192
283 372 -505
750 41 -689
351 625 -321
814 356 273
254 149 -831
364 788 -32
574 171 621
7 698 389
119 382 -788
353 403 -116
274 648 -445
345 196 49
39 564 678
386 485 502
184 774 -618
523 328 -719
182 665 -643
406 745 57
730 400 668
119 376 -70
386 470 -956
762 227 -402
2 779 -859
168 644 363
19 805 568
106 505 -813
100 270 667
127 664 683
190 704 292
650 32 -487
335 383 -488
409 160 -895
125 293 -545
235 677 520
758 591 753
428 272 284
111 246 -780
276 525 80
643 500 498
572 61 -591
289 742 -761
353 641 -135
266 366 208
615 715 523
385 589 41
599 296 -66
611 327 -957
381 817 -208
170 662 -348
449 758 -306
483 794 963
598 156 -112
696 814 -687
213 361 357
748 600 -555
586 594 -997
165 420 -592
852 145 301
723 5 723
792 808 -288
507 821 407
725 630 436
100 848 714
750 612 -155
212 163 393
74 168 -516
854 44 -919
40 3 -50
382 297 -743
253 218 297
317 53 -403
570 567 -608
422 122 385
430 493 -460
215 550 -242
335 192 161
610 637 -96
367 65 -477
30 322 339
819 626 188
330 221 -785
297 331 459
526 156 235
695 5 -920
535 315 -909
730 12 -876
503 604 -284
609 28 -120
441 102 -59
292 392 275
600 248 -977
740 588 -500
415 857 -149
543 99 -951
20 74 -158
64 565 781
316 805 28
198 514 -662
43 228 325
530 83 -981
806 159 -536
388 176 -839
327 683 -771
633 308 93
736 516 29
237 322 -935
712 170 -112
148 160 237
268 721 425
617 599 -112
747 215 263
40 387 -973
707 643 -663
773 826 -157
419 577 827
276 232 -576
536 413 574
634 752 -398
164 512 375
118 834 -757
779 623 -149
783 568 -680
332 379 221
248 355 459
592 675 -90
316 567 -560
617 271 -898
297 154 -976
341 521 -30
229 406 -323
69 361 -746
536 592 -275
464 217 551
107 141 429
533 59 536
176 624 -172
422 486 -476
574 238 -55
231 173 426
474 656 557
750 677 -654
403 412 433
103 525 790
815 673 -732
118 743 -494
711 145 938
130 303 -984
282 617 337
479 398 -793
661 151 -108
848 226 139
679 813 559
200 290 -506
73 103 -465
642 814 -386
750 753 -143
800 598 843
6 818 787
141 42 -275
384 45 746
222 68 -406
440 536 897
655 231 -443
452 491 901
274 27 932
268 352 -770
40 389 941
804 27 -735
323 28 -79
647 345 8
109 771 217
511 709 598
360 689 880
236 841 42
43 716 481
402 729 234
430 615 -665
623 122 -828
304 782 388
865 74 -72
412 142 58
403 681 -331
852 739 79
751 140 -408
333 714 -358
154 295 188
582 467 258
24 311 -765
255 265 -730
393 845 699
311 650 -371
113 243 -347
721 519 -54
627 507 -847
379 734 946
40 252 249
529 111 883
354 634 -899
384 777 -772
715 7 567
261 85 -601
536 34 124
649 530 -775
622 124 -595
315 445 -570
514 856 -807
850 636 448
305 432 848
89 839 107
654 752 -854
836 333 956
750 534 72
190 282 603
840 841 320
427 657 -376
24 841 85
94 560 981
151 706 741
33 411 597
53 546 212
80 407 -805
158 11 -798
50 624 278
748 331 -63
290 120 -784
150 170 163
72 17 495
210 217 -851
130 633 -637
753 439 -952
126 411 672
41 103 840
716 596 -911
508 430 825
437 717 -197
459 767 -27
22 842 72
448 731 -802
839 155 932
487 802 -8
13 603 -482
635 33 44
555 842 808
321 755 329
523 681 698
670 806 95
665 700 -316
227 122 -94
609 845 -146
577 276 -91
651 853 -542
150 778 -929
50 738 -468
829 729 -781
119 77 592
374 542 931
551 204 987
706 186 -720
689 633 -673
149 5 669
544 747 -134
335 615 275
440 9 -572
368 445 -360
33 124 -105
729 327 -741
823 515 240
50 671 -524
112 144 12
39 307 -182
198 645 -240
140 281 443
772 259 -832
472 587 -953
248 120 -142
657 574 -490
336 442 -387
45 630 962
807 344 576
731 344 485
471 162 -326
697 764 627
616 462 31
579 276 669
526 703 684
20 624 -428
265 608 423
671 339 260
623 176 846
525 806 -378
14 3 -504
355 642 617
321 635 -431
807 418 -197
307 31 948
418 628 -712
219 809 286
788 88 -816
138 633 -52
377 65 888
673 148 -626
306 793 -319
528 121 -742
512 91 316
316 776 220
419 666 54
741 547 -753
156 35 -49
127 331 325
516 506 29
865 774 -232
243 604 -677
444 717 170
231 138 817
138 310 -653
31 70 211
457 63 698
388 125 -500
460 349 -427
430 625 -357
626 93 290
813 369 612
712 172 621
230 755 -311
10 581 413
621 805 297
479 814 -675
691 542 832
113 480 399
40 549 -72
103 225 330
844 511 29
610 492 439
99 486 338
416 309 89
251 140 150
725 843 -158
148 137 -116
582 219 279
732 279 276
101 654 -67
214 566 839
655 322 949
595 422 108
664 133 348
756 50 -550
223 582 -64
681 12 291
573 499 -624
167 404 369
525 844 821
284 5 246
79 634 474
75 463 -967
109 846 970
450 573 986
748 394 -146
174 345 407
504 618 -901
845 858 363
438 367 449
161 251 -653
496 706 -557
390 74 -540
170 704 503
583 470 -147
403 385 307
764 379 231
142 811 -935
558 744 932
196 684 892
65 785 943
786 652 885
810 686 25
169 793 597
420 37 -541
472 548 669
600 704 -432
371 687 176
267 453 -593
198 561 -194
836 824 -285
256 279 4
745 382 134
142 574 339
328 427 940
346 551 -371
50 336 297
380 496 -322
393 507 309
267 690 317
524 464 23
13 311 628
249 842 947
375 162 -497
629 783 -20
276 763 796
421 139 290
834 774 -873
390 239 787
325 138 976
313 26 59
41 374 754
659 280 629
831 832 570
63 665 -457
230 555 44
662 616 338
409 803 762
595 683 -296
500 273 -988
418 845 982
610 197 -525
426 360 -221
788 45 932
178 499 47
392 785 -706
404 719 -911
192 691 865
488 544 797
501 110 -280
64 722 -626
723 783 -669
103 463 2
23 520 195
347 431 539
513 842 -299
22 755 -556
580 228 -11
431 744 765
785 79 666
234 856 58
824 619 -217
437 730 -512
529 103 744
463 56 605
385 664 304
583 599 368
40 243 -475
422 378 298
418 722 -758
197 651 -795
297 512 89
697 264 255
709 35 479
436 664 810
283 398 -432
835 322 -69
694 167 652
273 486 -839
524 54 -888
216 362 -862
549 481 87
78 719 -875
363 796 40
377 344 -103
400 754 -622
447 175 620
216 421 897
18 612 -545
609 712 737
250 631 544
230 710 -324
30 311 -399
232 473 4
197 235 -479
129 640 -243
215 756 816
275 541 272
369 461 -388
730 780 -537
291 137 715
473 205 827
382 605 161
603 382 -144
79 516 -259
656 119 -571
24 727 -186
535 537 -702
60 473 89
520 373 96
751 474 741
818 103 74
268 259 -500
754 222 72
78 372 496
168 597 764
123 675 -972
456 645 -513
91 1 -290
772 715 -814
556 471 521
735 274 302
628 688 -744
107 235 519
768 195 910
167 402 -840
420 150 -864
269 435 892
355 586 -442
17 644 -442
560 284 773
827 76 16
478 214 684
316 414 456
658 792 -304
761 404 469
668 140 855
636 137 -704
848 930
173 649 999
207 124 -874
451 774 -333
742 177 982
467 432 410
629 413 665
281 636 867
384 342 -513
51 732 201
374 684 838
161 527 -811
236 3 237
774 56 -707
209 500 312
413 793 -973
570 769 973
340 832 777
527 567 -127
640 525 -701
577 247 -786
436 275 -454
145 85 462
646 108 -764
477 623 -457
313 164 -862
781 281 151
58 351 -655
471 4 -792
178 209 -807
599 780 325
149 96 -683
143 90 351
181 508 -617
389 729 258
465 618 955
476 232 -481
355 776 -255
85 629 321
21 432 305
311 758 630
278 430 818
821 37 -865
61 814 726
199 99 -560
684 234 -793
682 722 429
799 565 451
134 387 -846
734 71 795
401 396 358
790 840 117
121 201 418
451 646 591
32 418 279
148 150 175
768 813 903
477 36 59
410 80 381
217 256 -707
764 490 -440
640 612 431
842 500 662
300 840 -657
643 137 -515
143 151 -55
366 98 569
303 330 -539
764 769 750
698 95 -319
392 486 -891
273 732 80
486 403 256
128 181 -932
340 91 -919
117 469 -321
373 275 -906
95 293 563
203 162 789
461 515 -399
343 37 481
647 609 -373
636 55 -803
734 124 864
703 804 650
141 657 284
707 254 657
201 578 -291
469 374 -268
305 299 -90
773 39 -223
227 387 180
297 497 168
603 384 -658
281 845 -62
184 93 -799
763 135 -689
826 180 -255
588 417 514
411 406 -949
406 609 176
680 254 -192
550 371 947
174 506 727
487 625 -795
326 737 841
452 72 -207
127 167 702
558 772 -143
199 388 -353
317 71 -327
652 792 999
670 771 984
341 377 550
492 651 -42
224 172 194
12 629 742
456 128 682
799 297 456
3 6 -41
253 107 667
641 30 -462
771 523 879
165 133 424
431 427 794
759 287 -273
745 318 -544
492 107 -162
845 624 -808
274 128 -355
69 828 -17
100 506 967
447 532 -895
23 290 456
591 229 -62
618 293 -871
366 767 -1
698 794 706
507 19 -203
415 727 269
778 22 256
600 612 -523
601 821 -531
175 679 936
196 705 931
591 358 -244
233 163 -86
2 278 -917
483 237 658
161 571 -27
127 450 -393
742 473 -115
12 302 840
830 823 419
307 373 187
674 762 -475
105 195 162
469 562 -112
56 241 -94
639 269 217
606 440 -395
829 371 -422
564 575 -779
110 806 449
658 825 460
117 328 105
91 328 446
552 42 -139
60 640 234
316 173 977
560 420 -380
544 247 -710
140 8 -248
246 498 30
588 264 -877
257 210 87
829 399 291
414 96 -293
264 235 -30
94 540 962
502 280 940
787 246 102
672 347 -25
624 202 -675
665 538 866
605 707 -742
568 458 -74
469 496 265
532 425 41
651 480 625
572 364 -888
764 212 -103
300 297 -207
80 207 -516
775 628 871
179 450 -636
233 687 -465
583 820 421
9 590 933
300 380 431
11 415 -407
136 392 -691
824 323 285
524 351 -723
334 544 567
259 318 124
192 114 912
644 795 -95
405 735 -135
789 388 583
418 342 -693
685 668 515
28 746 253
490 224 -831
385 48 -61
395 118 -23
69 582 924
664 653 -689
29 610 534
799 384 997
55 73 267
547 588 52
771 253 974
5 707 -447
308 809 652
356 118 -604
643 93 648
523 749 793
607 605 838
99 508 -747
207 175 247
657 33 501
235 570 697
285 609 -517
58 241 -968
256 699 -770
836 655 201
463 164 161
79 256 135
588 700 -548
626 738 513
446 769 47
741 80 -929
601 724 358
528 204 852
65 423 -418
292 139 317
800 505 -278
66 533 -469
774 213 -794
446 251 -169
462 52 -957
223 553 31
135 373 636
68 363 12
145 47 75
290 399 633
443 464 786
303 783 -152
522 830 -641
432 644 303
199 52 3
303 612 -30
3 828 -602
143 789 529
572 565 372
809 25 338
471 51 -459
50 110 852
735 710 -284
573 167 -409
767 399 750
567 115 571
841 690 751
402 153 672
262 378 -542
556 356 -796
153 54 -941
688 237 -758
423 226 594
734 507 10
136 635 -939
27 57 921
209 740 627
642 375 444
617 609 -342
446 771 -974
793 438 532
628 312 606
515 822 149
248 602 -653
345 814 461
570 243 -101
166 718 558
660 710 693
711 116 -305
712 751 224
174 467 362
389 323 30
470 517 906
494 841 191
749 646 522
289 5 -669
603 166 -89
827 252 -14
606 324 136
597 150 64
141 268 -985
518 759 32
828 300 -164
505 628 876
398 120 861
696 443 895
575 193 -390
154 484 -323
